// random numbers that last to 10

[391, 18, 269, 213, 364, 823, 803, 908, 702, 904],
[209, 460, 380, 458, 321, 882, 503, 566, 611, 502],
[306, 163, 289, 360, 162, 982, 570, 561, 677, 970],
[261, 257, 353, 239, 48, 526, 770, 744, 932, 942]


// decending 
[840, 532, 625, 913, 963, 379, 123, 289, 40, 52],
[538, 739, 874, 990, 663, 152, 44, 255, 397, 470],
[949, 737, 867, 745, 685, 58, 306, 163, 435, 104],
[759, 643, 930, 580, 574, 111, 368, 412, 303, 148],
[649, 971, 691, 611, 722, 29, 288, 383, 59, 148],
[694, 917, 849, 533, 531, 441, 147, 5, 50, 305],
[707, 981, 999, 998, 677, 320, 242, 14, 134, 307],
[925, 866, 590, 925, 679, 219, 154, 49, 337, 307],
[995, 828, 613, 678, 963, 490, 22, 259, 388, 187],
[842, 975, 809, 950, 710, 234, 322, 44, 347, 107],
[935, 635, 747, 961, 553, 415, 426, 84, 107, 310],
[899, 545, 830, 607, 757, 228, 234, 260, 224, 348],
[643, 610, 912, 876, 574, 1, 275, 241, 357, 326],
[557, 895, 603, 790, 719, 463, 402, 277, 379, 182],
[621, 512, 945, 964, 564, 259, 190, 481, 426, 111],
[993, 633, 863, 669, 976, 446, 233, 271, 181, 184],
[984, 739, 945, 582, 693, 95, 434, 256, 102, 355],
[946, 882, 739, 779, 542, 144, 347, 146, 151, 232],
[994, 886, 924, 647, 652, 120, 198, 472, 404, 155],
[959, 658, 610, 577, 600, 73, 250, 117, 119, 433],
[507, 609, 722, 762, 912, 169, 486, 198, 333, 52],
[799, 725, 511, 631, 900, 354, 286, 189, 327, 460],
[902, 756, 887, 936, 666, 133, 424, 449, 185, 345],
[834, 831, 564, 519, 588, 485, 155, 167, 279, 415],
[681, 867, 520, 852, 914, 117, 73, 236, 80, 56],
[539, 795, 512, 523, 713, 184, 103, 177, 20, 189],
[855, 812, 551, 531, 595, 192, 347, 462, 287, 291],
[507, 649, 991, 765, 737, 283, 143, 374, 427, 283],
[746, 870, 597, 981, 676, 32, 485, 181, 25, 353],
[639, 855, 664, 576, 913, 371, 263, 300, 228, 223],
[703, 763, 625, 955, 986, 396, 205, 4, 282, 182],
[877, 501, 771, 624, 850, 79, 69, 499, 138, 308],
[841, 573, 783, 665, 652, 267, 195, 164, 485, 468],
[567, 811, 552, 699, 729, 83, 196, 184, 238, 75],
[731, 558, 626, 961, 606, 354, 221, 446, 37, 47],
[896, 646, 565, 763, 536, 479, 416, 200, 118, 111],
[725, 907, 990, 594, 663, 342, 317, 209, 126, 74],
[962, 776, 834, 809, 912, 385, 190, 2, 268, 262],
[633, 545, 973, 910, 757, 1, 247, 472, 8, 437],
[914, 539, 702, 808, 824, 249, 407, 321, 192, 208],
[878, 509, 685, 718, 996, 302, 223, 7, 355, 229],
[810, 554, 630, 994, 607, 312, 77, 240, 39, 425],
[796, 502, 791, 780, 565, 207, 190, 131, 129, 265],
[568, 634, 734, 958, 875, 448, 69, 19, 232, 474],
[514, 538, 600, 509, 745, 405, 445, 148, 457, 96],
[596, 769, 531, 747, 572, 443, 337, 481, 315, 400],
[967, 930, 882, 970, 587, 265, 481, 450, 275, 263],
[929, 667, 546, 846, 954, 405, 283, 173, 483, 236],
[560, 676, 792, 737, 869, 317, 449, 27, 112, 47],
[848, 977, 856, 952, 564, 139, 169, 18, 242, 125],
[812, 711, 760, 785, 858, 246, 153, 261, 117, 172],
[545, 801, 721, 671, 721, 136, 349, 404, 239, 261],
[995, 695, 502, 652, 787, 358, 466, 208, 32, 390],
[852, 997, 958, 986, 614, 353, 42, 141, 127, 203],
[569, 742, 833, 916, 583, 68, 451, 282, 248, 224],
[548, 888, 501, 925, 900, 338, 477, 252, 451, 119],
[750, 922, 593, 766, 698, 99, 38, 214, 150, 203],
[665, 615, 984, 667, 641, 114, 487, 241, 87, 321],
[813, 829, 930, 514, 837, 101, 438, 174, 48, 238],
[563, 590, 959, 729, 512, 477, 464, 465, 381, 251],
[738, 656, 810, 852, 823, 487, 469, 485, 41, 409],
[627, 793, 754, 932, 659, 11, 62, 168, 377, 393],
[636, 834, 546, 808, 962, 184, 57, 462, 318, 401],
[696, 953, 668, 677, 903, 393, 410, 487, 469, 4],
[875, 982, 672, 810, 912, 381, 296, 455, 459, 26],
[503, 832, 962, 969, 820, 239, 232, 351, 337, 223],
[505, 725, 827, 893, 992, 144, 314, 8, 259, 7],
[517, 788, 902, 552, 908, 362, 357, 338, 372, 57],
[610, 750, 886, 910, 648, 309, 243, 432, 326, 355],
[600, 750, 689, 593, 609, 178, 302, 1, 499, 349],
[626, 871, 952, 551, 703, 303, 93, 131, 13, 494],
[784, 825, 787, 885, 517, 250, 418, 130, 9, 427],
[715, 690, 967, 855, 679, 133, 113, 441, 125, 166],
[706, 753, 792, 850, 987, 459, 461, 437, 428, 410],
[534, 869, 884, 865, 505, 226, 13, 168, 257, 402],
[563, 691, 935, 691, 508, 440, 310, 339, 146, 326],
[962, 651, 629, 502, 997, 361, 22, 217, 402, 14],
[972, 948, 575, 517, 794, 158, 165, 151, 314, 413],
[769, 934, 880, 947, 949, 84, 374, 399, 152, 317],
[622, 949, 744, 617, 623, 345, 75, 491, 244, 186],
[556, 637, 833, 989, 857, 249, 46, 358, 233, 29],
[698, 622, 816, 556, 964, 257, 188, 256, 387, 290],
[694, 855, 565, 502, 580, 62, 146, 452, 419, 366],
[597, 511, 635, 901, 908, 321, 36, 275, 452, 41],
[778, 850, 706, 852, 691, 456, 459, 453, 156, 162],
[644, 584, 958, 532, 596, 105, 4, 310, 458, 165],
[523, 576, 647, 745, 833, 248, 256, 372, 22, 349],
[595, 753, 881, 903, 880, 411, 151, 487, 52, 63],
[865, 853, 846, 641, 836, 405, 254, 326, 360, 496],
[945, 878, 824, 688, 801, 394, 136, 316, 375, 123],
[790, 655, 755, 986, 728, 194, 19, 378, 413, 85],
[966, 800, 957, 833, 818, 12, 220, 411, 34, 146],
[576, 821, 509, 943, 997, 118, 232, 337, 128, 355],
[725, 944, 789, 831, 647, 267, 354, 313, 309, 66],
[804, 619, 817, 724, 910, 10, 178, 171, 470, 443],
[835, 929, 539, 946, 554, 131, 232, 122, 215, 385],
[633, 994, 610, 838, 977, 315, 378, 310, 371, 130],
[577, 541, 925, 823, 605, 25, 207, 290, 292, 296],
[802, 703, 959, 607, 708, 263, 284, 336, 280, 266],
[886, 918, 609, 881, 851, 266, 163, 401, 441, 140]
